,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
35,Carlos Akapo,11.4,566,39,184,255,133,14,566,14,8,57.1,6,42.9,228,1687,1091,33,29,9,8,3,261,28
36,Nathan Ake,37.9,2205,305,1260,813,141,50,2205,5,3,60.0,2,40.0,1299,6617,3890,20,18,2,18,6,1307,25
37,Sergio Akieme,2.0,107,7,32,49,27,0,107,2,2,100.0,0,0.0,60,364,204,5,5,0,4,4,65,9
38,Chadrac Akolo,5.8,230,0,23,116,93,15,230,14,7,50.0,7,50.0,137,728,356,14,8,4,16,11,157,40
39,Kevin Akpoguma,5.5,345,37,142,197,9,0,345,1,1,100.0,0,0.0,187,841,452,4,2,0,4,3,198,0
40,Kevin Akpoguma,3.5,208,12,82,119,9,0,208,2,2,100.0,0,0.0,126,696,392,2,3,0,2,2,132,0
41,David Alaba,28.1,2385,46,464,1199,743,62,2385,39,29,74.4,10,25.6,1302,6461,3325,87,63,11,26,19,1651,240
42,Sofiane Alakouch,21.1,1382,55,390,633,367,17,1382,34,21,61.8,13,38.2,607,3159,1978,43,36,6,31,16,705,64
43,Lucas Alario,14.1,572,14,62,238,274,80,572,15,5,33.3,10,66.7,284,1102,347,12,5,7,41,24,460,86
44,Jordi Alba,33.2,2976,95,683,1300,1018,91,2976,22,16,72.7,6,27.3,1710,6503,3731,63,59,20,27,23,2096,372
45,Luis Alberto,22.1,1747,11,137,817,821,51,1746,41,24,58.5,17,41.5,1056,6301,3855,100,112,13,48,43,1212,132
46,Raul Albiol,19.0,1292,130,529,735,31,7,1292,2,1,50.0,1,50.0,758,3466,1959,4,4,0,5,2,889,2
47,Miiko Albornoz,18.4,1154,54,337,541,288,15,1154,25,7,28.0,18,72.0,522,2613,1244,34,24,5,27,18,644,75
48,Marc Albrighton,18.1,1005,39,203,416,402,27,1005,55,20,36.4,35,63.6,633,3260,1410,54,30,3,35,23,656,172
49,Paco Alcacer,13.5,396,6,17,171,210,68,395,8,6,75.0,2,25.0,195,709,289,12,9,9,19,13,287,70
50,Pedro Alcala,20.8,1110,178,647,435,35,18,1110,5,4,80.0,1,20.0,530,2477,1404,13,7,1,7,5,600,3
52,Thiago Alcantara,26.8,2830,39,488,1865,505,29,2830,67,57,85.1,10,14.9,1698,8863,4874,49,60,4,21,28,2094,56
53,Ruben Alcaraz,33.1,2152,93,559,1332,288,21,2151,30,23,76.7,7,23.3,1201,6376,3051,45,33,3,33,40,1324,21
54,Toby Alderweireld,32.5,2690,270,1244,1360,107,18,2690,2,1,50.0,1,50.0,1848,8658,4863,25,25,0,6,0,1922,5
55,Alex Alegria,1.6,56,0,4,27,25,8,56,8,6,75.0,2,25.0,36,183,78,4,3,3,10,4,41,7
57,Ivan Alejo,1.6,67,1,12,30,27,1,67,10,4,40.0,6,60.0,41,462,177,7,7,0,4,5,42,10
58,Carles Alena,7.1,644,2,48,387,215,11,644,18,12,66.7,6,33.3,481,2498,1154,18,25,3,12,14,574,38
59,Runar Alex Runarsson,25.0,917,733,911,7,0,0,917,2,2,100.0,0,0.0,406,2210,1483,0,0,0,3,0,368,0
61,Trent Alexander-Arnold,27.4,2514,70,528,1210,798,39,2514,27,14,51.9,13,48.1,1416,5548,3296,70,64,7,41,14,1538,174
62,Rachid Alioui,13.9,525,8,28,219,280,43,525,12,7,58.3,5,41.7,249,1297,628,24,25,4,16,12,365,79
63,Alisson,38.0,1347,1118,1338,10,0,0,1347,2,2,100.0,0,0.0,838,3680,2466,1,1,0,0,1,675,0
65,Allan,29.1,2582,70,466,1711,439,26,2582,64,41,64.1,23,35.9,1757,8379,4562,49,66,14,34,42,1876,45
66,Allan,2.0,81,1,13,51,21,1,81,1,1,100.0,0,0.0,35,242,116,4,4,1,3,1,47,3
67,Dele Alli,20.3,1320,32,147,674,514,91,1320,54,29,53.7,25,46.3,857,4278,1961,48,39,14,49,29,948,153
68,Miguel Almiron,8.4,380,7,56,157,175,25,380,14,7,50.0,7,50.0,215,1714,1037,31,16,6,22,6,240,45
69,Junior Alonso,6.0,386,24,121,202,65,8,386,4,1,25.0,3,75.0,196,649,336,6,10,0,6,3,231,19
70,Marcos Alonso,30.7,2631,109,668,1137,843,70,2631,33,17,51.5,15,45.5,1446,7514,4482,102,81,7,32,28,1681,230
71,Mickael Alphonse,6.3,375,23,108,154,116,8,375,6,4,66.7,2,33.3,159,1141,649,21,13,2,10,3,194,38
72,Sergio Alvarez,11.9,619,49,178,405,42,6,619,2,1,50.0,1,50.0,276,1152,482,7,2,0,2,6,330,3
74,Yeray Alvarez,29.0,1628,172,772,819,55,23,1628,6,5,83.3,1,16.7,755,4481,2747,18,14,1,10,8,902,2
75,Bruno Alves,32.5,1564,277,898,601,75,28,1564,3,3,100.0,0,0.0,739,4057,2384,4,4,0,6,1,811,5
76,Dani Alves,18.0,1745,24,244,1012,506,36,1745,30,16,53.3,14,46.7,1049,4226,2553,41,47,5,22,24,1389,131
79,Ibrahim Amadou,8.5,451,31,153,258,45,5,451,6,5,83.3,1,16.7,222,942,458,3,5,0,6,8,268,13
80,Romain Amalfitano,28.0,1407,58,284,878,261,11,1407,51,27,52.9,24,47.1,791,4983,2345,44,42,4,53,36,912,62
81,Daniel Amartey,7.1,518,43,193,272,54,3,518,4,2,50.0,2,50.0,293,1124,608,8,9,1,3,4,276,8
82,Jordi Amat,30.7,1595,145,758,816,42,10,1595,28,24,85.7,4,14.3,907,5429,3118,22,13,0,18,6,913,3
83,Amath,11.1,387,10,65,153,177,42,387,45,20,44.4,25,55.6,222,1738,801,30,24,12,36,26,231,72
84,Jordan Amavi,24.2,1641,79,461,807,401,20,1641,43,23,53.5,20,46.5,806,4782,2657,74,66,5,37,25,817,98
85,Kelvin Amian,32.0,1548,121,531,758,280,11,1548,39,24,61.5,15,38.5,655,3921,2519,46,48,4,31,20,721,59
86,Nadiem Amiri,8.4,469,7,64,257,155,18,469,27,20,74.1,7,25.9,271,1802,853,22,20,6,11,13,331,36
89,Joachim Andersen,32.0,2328,277,1033,1260,52,17,2328,16,15,93.8,1,6.3,1363,8170,5150,25,12,1,10,6,1585,3
90,Felipe Anderson,33.8,2319,29,269,1148,954,107,2319,156,76,48.7,80,51.3,1397,10958,6130,201,158,52,97,54,1622,253
91,Florin Andone,9.8,345,15,50,143,161,46,345,37,9,24.3,28,75.7,210,1186,368,13,11,11,48,33,237,62
92,Benjamin Andre,27.7,1884,61,342,1165,397,46,1884,32,21,65.6,11,34.4,946,4992,2430,52,33,3,55,39,1181,86
96,Jose Angel,33.6,2485,92,597,1189,734,12,2485,61,45,73.8,16,26.2,1137,6323,3094,78,81,7,22,19,1197,75
97,Miguel Angel Moya,11.0,389,319,385,5,0,0,389,1,1,100.0,0,0.0,183,925,668,0,1,1,1,0,184,0
98,Cristian Ansaldi,20.1,1159,37,233,474,479,36,1159,80,53,66.3,27,33.8,632,5111,2846,96,60,9,48,33,660,108
99,Mirco Antenucci,23.7,764,4,46,330,398,73,762,42,20,47.6,22,52.4,557,2886,996,41,26,14,77,45,611,172
100,Waldemar Anton,34.0,2154,263,1062,1029,86,30,2154,26,17,65.4,9,34.6,1165,7513,4224,35,20,3,22,15,1227,17
101,Luca Antonelli,8.4,490,37,142,240,110,18,490,7,5,71.4,2,28.6,259,1496,937,26,20,4,12,4,277,28
102,Mauro Antonio Burruchaga,0.6,45,3,11,30,5,0,45,1,1,100.0,0,0.0,25,124,83,0,2,0,0,5,28,0
104,Michail Antonio,23.4,1170,38,152,531,511,93,1170,104,58,55.8,46,44.2,683,4981,2349,87,54,29,83,68,823,204
105,Antonito,20.7,1090,42,279,454,368,17,1090,40,22,55.0,18,45.0,580,3435,1937,56,49,5,29,18,649,136
106,Vitorino Antunes,24.2,1457,74,400,642,431,20,1457,34,22,64.7,12,35.3,541,3181,1569,45,37,8,26,13,613,54
107,Anuar,12.0,513,32,146,315,64,12,513,6,4,66.7,2,33.3,255,1813,915,15,10,3,12,11,281,15
108,Dennis Aogo,11.4,654,20,135,411,112,8,654,6,5,83.3,1,16.7,303,1388,605,12,6,1,6,7,416,13
109,Houssem Aouar,34.0,2457,35,306,1572,605,106,2457,97,58,59.8,39,40.2,1741,9785,4654,96,69,28,58,65,1956,163
111,Mauro Arambarri,29.7,1095,50,213,682,218,21,1095,50,34,68.0,16,32.0,465,2242,888,16,20,4,36,25,478,24
112,Guilherme Arana,7.0,346,13,108,146,93,14,346,8,3,37.5,5,62.5,168,846,506,15,8,3,6,3,201,27
113,Charles Aranguiz,21.0,1888,44,302,1244,353,37,1888,16,9,56.3,7,43.8,865,3968,2115,27,27,1,28,27,1381,63
114,Luiz Araujo,8.7,436,3,44,212,191,17,436,38,23,60.5,15,39.5,286,1956,967,30,25,8,21,15,317,45
115,Nestor Araujo,29.8,1796,212,948,814,43,21,1796,2,2,100.0,0,0.0,913,3923,2076,4,3,0,6,2,1157,5
116,Anaitz Arbilla,21.7,1380,92,458,833,100,18,1380,6,4,66.7,2,33.3,686,4776,2605,26,23,1,15,5,721,7
117,Joaquin Ardaiz,0.2,5,0,0,3,2,0,5,1,1,100.0,0,0.0,2,3,3,0,0,0,0,1,3,0
119,Santiago Arias,19.7,1205,48,289,508,412,18,1205,14,8,57.1,6,42.9,571,2793,1520,39,45,2,22,10,637,113
120,Lorenzo Ariaudo,18.7,823,149,491,322,16,13,823,3,3,100.0,0,0.0,413,2524,1518,9,3,1,2,1,455,1
122,Yoel Armougom,20.6,1107,47,349,540,230,7,1107,31,11,35.5,20,64.5,528,3164,1687,45,31,4,28,9,596,49
123,Stuart Armstrong,15.9,837,14,92,379,371,39,837,30,19,63.3,11,36.7,456,2678,1111,40,36,7,40,25,574,90
124,Jose Arnaiz,1.3,48,1,9,16,23,4,48,5,3,60.0,2,40.0,40,259,85,4,2,2,4,5,40,13
125,Marko Arnautovic,22.1,848,6,45,333,479,126,847,36,20,55.6,16,44.4,498,2611,926,38,25,24,47,32,681,195
126,Maximilian Arnold,31.9,1768,78,369,1000,427,24,1768,30,25,83.3,5,16.7,930,4937,2399,41,33,5,35,29,1061,83
127,Kepa Arrizabalaga,36.0,1207,1059,1198,9,0,0,1207,1,1,100.0,0,0.0,662,3034,1787,0,0,0,1,1,622,0
128,Harry Arter,22.2,886,33,165,500,231,15,886,7,3,42.9,4,57.1,294,1589,813,13,17,1,20,3,412,23
130,Kwadwo Asamoah,29.7,2475,77,588,1332,579,20,2475,65,40,61.5,25,38.5,1540,7411,4524,90,83,12,36,23,1761,153
131,Takuma Asano,7.8,253,5,35,105,119,18,253,18,7,38.9,11,61.1,170,1283,537,21,17,7,28,16,197,59
132,Santiago Ascacibar,27.0,1402,59,342,862,212,22,1402,19,13,68.4,6,31.6,632,3176,1434,27,26,2,18,19,743,28
134,Marco Asensio,19.8,1214,6,86,501,647,86,1214,60,41,68.3,19,31.7,865,6386,3271,116,60,30,46,15,970,228
135,Iago Aspas,25.0,1129,7,86,511,540,114,1124,36,20,55.6,16,44.4,758,4366,1975,81,61,28,31,36,898,201
136,Simon Asta,1.0,54,3,17,24,14,0,54,1,1,100.0,0,0.0,20,100,51,2,2,0,0,0,24,3
137,Youcef Atal,25.1,1772,61,364,790,657,87,1771,203,101,49.8,102,50.2,1013,7446,4352,137,96,53,82,33,1123,275
138,Christian Atsu,16.6,636,16,100,277,276,37,636,52,25,48.1,27,51.9,380,2646,1355,48,40,14,48,30,426,72
139,Pierre-Emerick Aubameyang,30.3,1048,17,83,417,560,142,1043,55,29,52.7,26,47.3,609,3920,2078,82,45,30,61,33,816,228
141,Jean-Kevin Augustin,5.1,166,0,4,67,98,33,166,21,9,42.9,12,57.1,123,824,334,18,16,9,20,16,134,50
142,Ludwig Augustinsson,33.6,2300,86,617,1003,702,64,2300,24,12,50.0,12,50.0,1052,5175,3079,83,57,8,38,15,1378,226
143,Serge Aurier,6.3,432,22,122,176,137,9,432,14,8,57.1,6,42.9,203,794,434,11,11,0,12,7,231,29
144,Charlie Austin,10.9,331,17,38,150,144,47,330,6,1,16.7,5,83.3,147,643,167,6,1,2,30,18,229,44
145,Ezequiel Avila,22.2,879,27,106,365,417,99,878,46,22,47.8,24,52.2,506,2852,1336,55,33,18,52,28,611,131
146,Jordan Ayew,13.1,485,7,50,231,216,56,485,26,11,42.3,15,57.7,273,1734,667,31,9,9,47,32,325,90
147,Kaan Ayhan,27.2,1751,186,925,746,90,23,1751,17,12,70.6,5,29.4,1018,5809,3592,31,16,1,9,5,1098,12
148,Floyd Ayite,5.3,272,6,38,140,98,14,272,17,10,58.8,7,41.2,160,1122,489,14,10,4,20,13,191,44
149,Cesar Azpilicueta,37.8,3352,121,993,1493,873,48,3352,22,10,45.5,12,54.5,1605,5682,3081,46,64,9,33,9,2168,205
150,Abdoulaye Ba,23.4,1357,203,836,502,26,11,1357,5,4,80.0,1,20.0,740,3135,1515,5,1,0,14,3,734,3
153,Khouma Babacar,16.5,514,29,47,219,256,74,512,21,10,47.6,11,52.4,316,1401,514,15,14,11,64,28,368,97
154,Ryan Babel,13.9,649,19,66,335,255,30,649,34,27,79.4,7,20.6,391,2802,1218,42,35,7,37,28,508,109
156,Carlos Bacca,14.1,382,4,27,150,208,63,381,19,12,63.2,7,36.8,241,1262,642,21,17,15,26,27,288,89
157,Juninho Bacuna,15.7,990,17,181,613,214,10,990,50,26,52.0,24,48.0,539,2602,1215,24,24,3,39,17,605,30
158,Leandro Bacuna,6.2,237,15,72,128,45,2,237,7,5,71.4,2,28.6,72,687,421,11,7,1,11,5,71,5
159,Milan Badelj,12.7,1034,26,201,666,180,4,1034,37,29,78.4,8,21.6,552,2441,1216,19,13,3,10,9,703,12
160,Benoit Badiashile,19.6,1243,97,576,648,24,9,1243,1,1,100.0,0,0.0,799,4027,2654,18,4,0,4,5,865,2
162,Stephane Bahoken,27.4,785,4,27,380,384,105,782,17,6,35.3,11,64.7,459,2332,700,31,21,17,102,59,557,173
163,Daniel Baier,31.3,1942,59,498,1221,253,8,1942,26,16,61.5,10,38.5,970,5085,2557,50,38,2,32,26,1069,34
164,Leon Bailey,21.3,1203,17,145,454,626,87,1203,77,53,68.8,24,31.2,664,4893,2471,102,46,26,63,43,834,240
165,Eric Bailly,7.1,390,56,215,167,11,7,390,5,4,80.0,1,20.0,191,868,338,3,1,0,5,1,233,2
166,Leighton Baines,4.2,291,11,52,165,75,0,291,1,0,0.0,1,100.0,127,476,301,6,6,0,1,1,155,13
167,Marvin Bakalorz,16.3,609,47,162,328,128,16,609,24,10,41.7,14,58.3,262,1417,618,17,16,0,30,18,308,40
168,Tiemoue Bakayoko,25.6,1679,74,358,1089,256,30,1679,84,60,71.4,24,28.6,1071,5565,2908,49,54,5,55,42,1126,45
169,Ridle Baku,10.4,558,13,99,339,124,18,558,18,8,44.4,10,55.6,341,1379,645,13,3,5,13,9,380,32
170,Fabian Balbuena,22.4,1157,198,631,489,39,28,1157,1,1,100.0,0,0.0,485,2345,1391,1,4,0,4,2,589,4
171,Keita Balde,9.9,450,3,28,141,289,56,450,34,20,58.8,14,41.2,330,2327,1132,57,25,19,25,16,368,98
172,Gareth Bale,19.8,997,14,92,441,473,92,996,44,24,54.5,20,45.5,669,4094,1802,73,44,25,24,19,822,205
173,Mikel Balenziaga,5.8,272,20,96,132,46,0,272,2,2,100.0,0,0.0,119,520,265,7,4,0,2,2,132,9
174,Andrija Balic,0.3,28,1,6,14,10,0,28,1,0,0.0,1,100.0,17,88,30,0,0,0,0,2,18,2
175,Fode Ballo-Toure,17.7,975,44,291,504,191,15,975,31,18,58.1,13,41.9,462,2550,1482,36,31,5,25,22,485,63
176,Fode Ballo-Toure,17.7,1066,31,270,533,283,11,1066,51,30,58.8,21,41.2,523,3430,2081,63,46,5,21,15,547,82
177,Florent Balmont,12.0,806,17,145,524,142,2,806,4,4,100.0,0,0.0,449,2183,1208,15,11,0,13,10,567,13
178,Leon Balogun,6.6,300,35,183,113,6,6,300,1,0,0.0,1,100.0,117,483,141,1,0,0,9,2,148,1
179,Mario Balotelli,8.4,345,10,20,174,154,28,345,15,3,20.0,12,80.0,194,803,336,10,13,5,30,9,272,60
180,Mario Balotelli,10.4,337,8,25,178,138,32,337,17,10,58.8,7,41.2,193,913,435,17,17,3,10,6,259,38
182,Abdoulaye Bamba,28.6,1540,58,480,759,312,17,1540,26,15,57.7,11,42.3,647,3223,2009,60,41,9,21,14,746,79
183,Jonathan Bamba,33.4,1606,9,188,774,681,92,1605,76,34,44.7,42,55.3,1114,7785,3715,112,105,26,80,82,1173,265
184,Sol Bamba,27.5,1016,195,567,418,49,28,1016,20,14,70.0,6,30.0,289,1565,702,6,5,0,20,11,245,2
185,Yacine Bammou,10.3,452,21,76,208,172,24,451,6,3,50.0,3,50.0,224,995,412,12,13,4,20,17,282,63
186,Ever Banega,29.6,2527,55,574,1507,484,17,2525,81,59,72.8,22,27.2,1546,7883,4241,50,33,7,43,58,1759,58
187,Mattia Bani,29.0,1647,236,976,631,53,21,1647,2,1,50.0,1,50.0,781,3467,1997,4,6,1,14,7,927,11
188,Leo Baptistao,13.7,565,17,90,231,258,48,564,32,21,65.6,11,34.4,327,2161,1220,36,19,13,35,16,374,97
189,Antonin Barak,3.7,211,3,39,129,44,1,211,4,3,75.0,1,25.0,149,779,369,9,7,0,6,7,163,11
190,Federico Barba,27.6,1567,146,707,730,147,12,1567,7,3,42.9,4,57.1,696,3366,2067,30,14,1,9,4,820,34
191,Danilo Barbosa,17.2,890,29,181,532,186,31,890,53,33,62.3,20,37.7,457,2297,1250,27,19,7,42,39,670,63
192,Enis Bardhi,31.5,1564,57,307,745,545,40,1564,72,43,59.7,29,40.3,838,4858,2567,68,62,8,69,56,995,128
194,Phil Bardsley,18.6,990,80,278,518,202,5,990,8,4,50.0,4,50.0,334,1842,885,19,21,2,9,6,405,23
195,Nicolo Barella,34.5,2423,43,363,1395,707,58,2422,67,42,62.7,25,37.3,1472,8731,4219,112,86,21,113,63,1683,139
196,Philipp Bargfrede,12.0,730,59,238,440,57,1,730,7,4,57.1,3,42.9,337,1718,893,8,4,0,15,6,397,6
197,Antonino Barilla,29.1,1131,68,333,549,269,22,1131,32,14,43.8,17,53.1,638,2916,1415,30,30,3,38,27,697,84
198,Ross Barkley,13.8,1121,24,135,657,339,38,1121,22,15,68.2,7,31.8,703,3329,1465,32,35,3,19,33,901,50
199,Aymen Barkok,5.7,283,4,52,155,79,4,283,10,7,70.0,3,30.0,161,1048,472,8,9,1,9,9,192,24
200,Ashley Barnes,26.5,874,34,86,394,401,106,872,13,7,53.8,6,46.2,432,1603,602,23,15,13,84,39,638,142
201,Harvey Barnes,11.2,473,6,37,144,301,78,473,49,30,61.2,19,38.8,334,2592,1569,62,23,28,29,15,360,115
202,Antonio Barragan,10.4,731,38,198,286,250,15,731,9,3,33.3,6,66.7,361,1739,781,21,9,6,14,4,497,99
204,Antonio Barreca,6.6,359,13,117,164,83,10,359,10,2,20.0,8,80.0,154,893,434,15,8,4,12,6,173,29
205,Leandro Barreiro Martins,1.0,34,2,10,18,7,1,34,3,3,100.0,0,0.0,14,81,45,2,1,1,0,0,14,0
206,Ander Barrenetxea,4.4,175,5,25,64,93,14,175,32,19,59.4,13,40.6,119,853,441,14,11,5,15,8,118,30
208,Edgar Barreto,8.7,596,12,97,337,163,15,596,6,1,16.7,5,83.3,275,899,406,4,8,0,12,6,431,36
209,Musa Barrow,6.7,352,1,14,115,229,47,352,19,7,36.8,12,63.2,260,1546,739,33,20,17,41,13,289,79
211,Marc Bartra,32.5,2679,236,1175,1398,125,21,2679,22,13,59.1,9,40.9,1569,9118,5799,32,43,3,26,13,1894,10
212,Andrea Barzagli,2.9,216,15,76,133,7,0,216,1,0,0.0,1,100.0,147,622,360,3,1,0,0,3,165,0
213,Daniele Baselli,26.4,1551,40,260,829,479,40,1551,31,22,71.0,9,29.0,770,4418,2181,50,41,2,51,33,950,73
214,Toma Basic,14.8,782,18,110,472,209,11,782,30,18,60.0,12,40.0,456,2453,1078,20,16,1,28,18,518,58
216,Borja Baston,16.0,471,14,56,224,194,49,471,9,5,55.6,4,44.4,230,878,319,10,10,2,39,18,327,75
217,Alessandro Bastoni,18.8,843,133,465,365,24,6,843,7,5,71.4,2,28.6,453,2368,1282,7,9,4,3,2,449,1
218,Bastos,12.7,680,67,292,325,68,11,680,12,10,83.3,2,16.7,418,2562,1533,24,13,1,7,4,446,8
219,Michy Batshuayi,8.3,250,4,28,121,106,40,250,16,9,56.3,7,43.8,135,756,285,13,8,6,16,12,166,44
220,Michy Batshuayi,5.9,202,4,20,93,93,28,202,10,4,40.0,6,60.0,125,597,250,9,4,4,19,18,165,36
221,Robert Bauer,19.1,1037,99,362,465,220,4,1037,7,4,57.1,3,42.9,388,2253,1293,31,24,1,16,6,476,49
223,Timo Baumgartl,18.0,1073,133,578,463,41,12,1073,5,4,80.0,1,20.0,507,2704,1532,5,7,0,6,1,601,7
224,Julian Baumgartlinger,17.3,1554,46,329,986,243,21,1554,20,15,75.0,5,25.0,715,3311,1646,21,13,2,14,15,1125,25
225,Christoph Baumgartner,0.9,48,0,8,28,13,2,48,6,5,83.3,1,16.7,37,312,255,9,3,1,3,1,34,1
226,Jon Bautista,6.6,223,6,10,116,97,33,223,8,5,62.5,3,37.5,83,350,117,4,2,3,18,14,152,27
228,Paul Baysse,19.9,1052,142,581,449,31,17,1052,1,1,100.0,0,0.0,493,2308,1213,5,2,0,4,2,609,4
229,Noah Joel Sarenren Bazee,1.7,53,3,10,19,29,9,53,8,2,25.0,6,75.0,37,338,174,6,5,1,9,2,29,17
230,Claudio Beauvue,16.7,603,27,80,287,245,66,602,26,10,38.5,16,61.5,298,1375,544,22,18,6,56,16,426,116
231,Bebe,14.5,736,19,123,285,359,20,736,60,35,58.3,25,41.7,470,4255,1995,78,56,9,39,30,498,105
232,Bebe,0.7,45,0,3,12,31,3,45,2,0,0.0,2,100.0,33,246,102,4,5,0,4,0,35,11
234,Ihlas Bebou,11.8,604,11,74,295,254,34,603,57,35,61.4,22,38.6,330,2346,1302,48,39,10,29,21,405,97
235,Uffe Bech,0.2,16,0,1,7,9,2,16,3,2,66.7,1,33.3,9,87,37,3,1,0,0,1,12,4
236,Andreas Beck,19.7,1077,61,329,524,232,13,1077,11,9,81.8,2,18.2,464,2278,1017,15,9,0,29,11,558,48
237,Jan Bednarek,23.9,1237,179,583,627,35,12,1237,3,1,33.3,2,66.7,450,2057,1134,7,4,2,4,5,473,2
238,Andrea Beghetto,24.7,1336,66,406,499,440,28,1336,21,7,33.3,14,66.7,618,2704,1527,34,34,6,17,10,749,141
240,Valon Behrami,15.1,674,42,202,420,59,7,674,10,5,50.0,5,50.0,280,1164,468,4,1,1,15,18,284,5
