,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
10,Francesco Acerbi,ITA,DF,Inter,Serie A,35,1988,9,9,810,9.0,1,1,2,1,0,0,1,0,0.7,0.7,1.6,2.4,7,26,11,0.11,0.11,0.22,0.11,0.22,0.08,0.18,0.26,0.08,0.26
11,Marcos Acuna,ARG,DF,Sevilla,La Liga,32,1991,7,6,411,4.6,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,11,19,14,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09
12,Benie Adama Traore,CIV,"FW,MF",Sheffield Utd,Premier League,20,2002,6,3,325,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,7,9,13,0.00,0.00,0.00,0.00,0.00,0.07,0.13,0.20,0.07,0.20
13,Akor Adams,NGA,FW,Montpellier,Ligue 1,23,2000,11,11,874,9.7,7,0,7,7,0,0,1,0,5.7,5.7,0.7,6.3,19,5,58,0.72,0.00,0.72,0.72,0.72,0.58,0.07,0.65,0.58,0.65
14,Junior Adamu,AUT,"FW,MF",Freiburg,Bundesliga,22,2001,7,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
15,Sargis Adamyan,ARM,"FW,MF",Köln,Bundesliga,30,1993,5,0,142,1.6,0,1,1,0,0,0,1,0,0.9,0.9,0.5,1.5,4,5,19,0.00,0.63,0.63,0.00,0.63,0.59,0.34,0.93,0.59,0.93
16,Tosin Adarabioyo,ENG,DF,Fulham,Premier League,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17,Elijah Adebayo,ENG,FW,Luton Town,Premier League,25,1998,12,4,388,4.3,2,0,2,2,0,0,0,0,1.4,1.4,0.3,1.7,4,7,27,0.46,0.00,0.46,0.46,0.46,0.32,0.06,0.39,0.32,0.39
18,Karim Adeyemi,GER,"FW,MF",Dortmund,Bundesliga,21,2002,9,3,323,3.6,0,1,1,0,0,0,2,0,0.8,0.8,0.8,1.6,14,11,30,0.00,0.28,0.28,0.00,0.28,0.22,0.23,0.45,0.22,0.45
19,Simon Adingra,CIV,"FW,MF",Brighton,Premier League,21,2002,11,7,666,7.4,3,1,4,3,0,0,1,0,1.4,1.4,1.4,2.8,24,13,65,0.41,0.14,0.54,0.41,0.54,0.19,0.19,0.38,0.19,0.38
20,Amine Adli,MAR,MF,Leverkusen,Bundesliga,23,2000,8,1,154,1.7,1,2,3,1,0,0,1,0,0.3,0.3,0.4,0.7,11,8,28,0.58,1.17,1.75,0.58,1.75,0.18,0.24,0.42,0.18,0.42
21,Yacine Adli,FRA,MF,Milan,Serie A,23,2000,5,4,295,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,33,3,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04
22,Adson,BRA,"MF,FW",Nantes,Ligue 1,23,2000,7,2,206,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,13,11,13,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
23,Michel Aebischer,SUI,MF,Bologna,Serie A,26,1997,12,11,960,10.7,0,1,1,0,0,0,4,0,0.1,0.1,0.8,0.9,12,55,9,0.00,0.09,0.09,0.00,0.09,0.01,0.07,0.08,0.01,0.08
24,Emmanuel Agbadou,CIV,DF,Reims,Ligue 1,26,1997,10,8,694,7.7,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,17,52,7,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07
26,Lucien Agoume,FRA,MF,Inter,Serie A,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
27,Felix Agu,GER,DF,Werder Bremen,Bundesliga,24,1999,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,1.27,1.27,0.00,1.27
28,Nayef Aguerd,MAR,DF,West Ham,Premier League,27,1996,11,11,966,10.7,1,0,1,1,0,0,2,1,0.9,0.9,0.1,1.0,7,27,0,0.09,0.00,0.09,0.09,0.09,0.08,0.01,0.09,0.08,0.09
29,Ruben Aguilar,FRA,DF,Lens,Ligue 1,30,1993,7,7,602,6.7,0,0,0,0,0,0,0,0,0.4,0.4,1.6,2.1,15,47,75,0.00,0.00,0.00,0.00,0.00,0.07,0.25,0.31,0.07,0.31
30,Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,Premier League,21,2002,6,0,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,7,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31,Anel Ahmedhodzic,BIH,DF,Sheffield Utd,Premier League,24,1999,8,8,720,8.0,0,0,0,0,0,0,3,0,0.9,0.9,0.0,0.9,3,11,10,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
32,Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,28,1995,6,4,407,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,12,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
33,Ola Aina,NGA,"DF,MF",Nott'ham Forest,Premier League,27,1996,9,8,628,7.0,1,1,2,1,0,0,3,0,0.1,0.1,0.4,0.5,14,17,6,0.14,0.14,0.29,0.14,0.29,0.01,0.05,0.07,0.01,0.07
34,Rayan Ait Nouri,ALG,"DF,MF",Wolves,Premier League,22,2001,12,11,870,9.7,0,0,0,0,0,0,4,0,1.2,1.2,0.8,2.0,18,45,38,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21
35,Tosin Aiyegun,BEN,"MF,FW",Lorient,Ligue 1,25,1998,6,5,451,5.0,2,0,2,2,0,0,0,0,1.5,1.5,0.0,1.5,9,2,16,0.40,0.00,0.40,0.40,0.40,0.29,0.01,0.30,0.29,0.30
36,Kristoffer Ajer,NOR,DF,Brentford,Premier League,25,1998,10,7,636,7.1,0,1,1,0,0,0,3,0,0.6,0.6,1.6,2.2,13,26,24,0.00,0.14,0.14,0.00,0.14,0.08,0.22,0.31,0.08,0.31
37,Ludovic Ajorque,FRA,FW,Mainz 05,Bundesliga,29,1994,9,6,518,5.8,1,0,1,1,0,2,1,0,2.2,0.7,0.5,1.2,1,6,29,0.17,0.00,0.17,0.17,0.17,0.39,0.09,0.48,0.12,0.21
38,Manuel Akanji,SUI,"DF,MF",Manchester City,Premier League,28,1995,9,9,809,9.0,2,0,2,2,0,0,3,1,0.4,0.4,0.2,0.6,13,40,9,0.22,0.00,0.22,0.22,0.22,0.05,0.02,0.07,0.05,0.07
39,Marley Ake,FRA,FW,Udinese,Serie A,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,Nathan Ake,NED,DF,Manchester City,Premier League,28,1995,9,6,553,6.1,2,0,2,2,0,0,0,0,1.1,1.1,0.6,1.7,10,37,8,0.33,0.00,0.33,0.33,0.33,0.18,0.10,0.27,0.18,0.27
41,Ilias Akhomach,ESP,"MF,FW",Villarreal,La Liga,19,2004,9,2,323,3.6,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,12,7,34,0.00,0.28,0.28,0.00,0.28,0.03,0.10,0.13,0.03,0.13
42,Sergio Akieme,ESP,DF,Almería,La Liga,25,1997,10,10,900,10.0,2,0,2,2,0,0,1,0,1.0,1.0,0.8,1.8,17,18,43,0.20,0.00,0.20,0.20,0.20,0.10,0.08,0.18,0.10,0.18
43,Maghnes Akliouche,FRA,MF,Monaco,Ligue 1,21,2002,10,3,350,3.9,3,1,4,3,0,0,1,0,1.8,1.8,0.3,2.1,5,22,37,0.77,0.26,1.03,0.77,1.03,0.45,0.09,0.54,0.45,0.54
44,Paul Akouokou,CIV,MF,Betis,La Liga,25,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
45,Paul Akouokou,CIV,MF,Lyon,Ligue 1,25,1997,3,3,171,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,8,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
46,Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,31,1992,3,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,28,1995,7,4,428,4.8,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,4,22,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
48,David Alaba,AUT,DF,Real Madrid,La Liga,31,1992,11,11,940,10.4,0,1,1,0,0,0,2,0,0.9,0.9,0.7,1.6,8,42,13,0.00,0.10,0.10,0.00,0.10,0.09,0.06,0.15,0.09,0.15
49,Luis Alberto,ESP,MF,Lazio,Serie A,31,1992,12,12,1009,11.2,3,1,4,3,0,0,5,0,2.3,2.3,1.4,3.7,48,110,47,0.27,0.09,0.36,0.27,0.36,0.21,0.12,0.33,0.21,0.33
50,Raul Albiol,ESP,DF,Villarreal,La Liga,38,1985,11,10,886,9.8,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,6,27,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
52,Ruben Alcaraz,ESP,MF,Cádiz,La Liga,32,1991,11,11,900,10.0,0,0,0,0,0,0,6,0,0.4,0.4,0.1,0.5,10,42,7,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
53,Omar Alderete,PAR,"DF,MF",Getafe,La Liga,26,1996,8,5,524,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,5,16,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
54,Ivan Alejo,ESP,MF,Cádiz,La Liga,28,1995,11,10,723,8.0,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.3,21,13,43,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
55,Carles Alena,ESP,MF,Getafe,La Liga,25,1998,12,7,544,6.0,1,1,2,1,0,0,4,0,0.9,0.9,1.0,1.9,4,9,18,0.17,0.17,0.33,0.17,0.33,0.15,0.17,0.32,0.15,0.32
56,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,25,1998,10,9,777,8.6,0,1,1,0,0,0,3,0,0.5,0.5,2.4,2.9,22,61,27,0.00,0.12,0.12,0.00,0.12,0.06,0.28,0.33,0.06,0.33
57,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,19,2004,10,1,242,2.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,16,3,18,0.00,0.00,0.00,0.00,0.00,0.15,0.04,0.19,0.15,0.19
59,Faride Alidou,GER,"FW,MF",Köln,Bundesliga,22,2001,8,1,245,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,11,9,28,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.10,0.08,0.10
60,Nabil Alioui,FRA,"MF,FW",Le Havre,Ligue 1,24,1999,12,11,816,9.1,4,0,4,4,0,0,0,0,1.6,1.6,1.6,3.2,15,32,57,0.44,0.00,0.44,0.44,0.44,0.18,0.17,0.35,0.18,0.35
61,Alisson,BRA,GK,Liverpool,Premier League,31,1992,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
62,Jim Allevinah,GAB,"DF,MF",Clermont Foot,Ligue 1,28,1995,11,9,790,8.8,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.2,53,27,57,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14
63,Domingos Andre Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,23,2000,8,6,479,5.3,0,1,1,0,0,0,0,0,0.2,0.2,0.7,0.8,13,23,12,0.00,0.19,0.19,0.00,0.19,0.03,0.12,0.16,0.03,0.16
64,Miguel Almiron,PAR,FW,Newcastle Utd,Premier League,29,1994,12,10,748,8.3,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,36,32,69,0.24,0.00,0.24,0.24,0.24,0.15,0.05,0.21,0.15,0.21
65,Pontus Almqvist,SWE,FW,Lecce,Serie A,24,1999,11,11,917,10.2,2,0,2,2,0,0,1,0,0.9,0.9,0.4,1.2,42,18,66,0.20,0.00,0.20,0.20,0.20,0.08,0.04,0.12,0.08,0.12
66,Marcos Alonso,ESP,DF,Barcelona,La Liga,32,1990,4,2,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,8,9,26,0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.32,0.05,0.32
67,Adria Altimira,ESP,"DF,FW",Villarreal,La Liga,22,2001,4,3,281,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,14,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
68,Sergi Altimira,ESP,MF,Betis,La Liga,22,2001,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
69,Edson Alvarez,MEX,MF,West Ham,Premier League,26,1997,10,9,759,8.4,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,6,25,7,0.00,0.12,0.12,0.00,0.12,0.04,0.01,0.06,0.04,0.06
70,Gaston Alvarez,URU,DF,Getafe,La Liga,23,2000,11,10,903,10.0,1,0,1,1,0,0,3,0,0.3,0.3,0.4,0.6,4,21,7,0.10,0.00,0.10,0.10,0.10,0.03,0.04,0.06,0.03,0.06
71,Julian Alvarez,ARG,"MF,FW",Manchester City,Premier League,23,2000,12,12,985,10.9,4,3,7,4,0,0,2,0,3.3,3.3,2.5,5.8,24,44,67,0.37,0.27,0.64,0.37,0.64,0.30,0.23,0.53,0.30,0.53
72,Yeray Alvarez,ESP,DF,Athletic Club,La Liga,28,1995,5,2,185,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,5,2,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11
73,Skelly Alvero,FRA,MF,Lyon,Ligue 1,21,2002,6,4,319,3.5,1,0,1,1,0,0,2,0,0.4,0.4,0.0,0.4,3,21,11,0.28,0.00,0.28,0.28,0.28,0.10,0.00,0.10,0.10,0.10
74,Papa Amadou Diallo,SEN,"FW,MF",Metz,Ligue 1,19,2004,3,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
75,Selim Amallah,MAR,"MF,FW",Valencia,La Liga,27,1996,8,5,347,3.9,0,1,1,0,0,0,3,1,0.3,0.3,0.2,0.5,6,12,20,0.00,0.26,0.26,0.00,0.26,0.08,0.05,0.13,0.08,0.13
76,Amath,SEN,"FW,MF",Mallorca,La Liga,27,1996,9,2,260,2.9,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,11,8,12,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31
78,Lorenzo Amatucci,ITA,MF,Fiorentina,Serie A,19,2004,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79,Zeki Amdouni,SUI,"FW,MF",Burnley,Premier League,22,2000,11,11,739,8.2,1,0,1,1,0,0,1,0,1.9,1.9,0.3,2.2,23,16,28,0.12,0.00,0.12,0.12,0.12,0.23,0.03,0.27,0.23,0.27
80,Bruno Amione,ARG,DF,Hellas Verona,Serie A,21,2002,5,4,264,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,6,1,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
81,Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,27,1996,4,2,230,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
82,Nadiem Amiri,GER,"MF,FW",Leverkusen,Bundesliga,27,1996,4,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,Premier League,27,1996,5,4,313,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,36,4,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
84,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,27,1996,12,12,1080,12.0,2,1,3,2,0,0,2,0,0.7,0.7,1.3,2.0,12,69,5,0.17,0.08,0.25,0.17,0.25,0.06,0.10,0.17,0.06,0.17
85,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,21,2002,9,4,411,4.6,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,14,26,33,0.00,0.22,0.22,0.00,0.22,0.16,0.19,0.35,0.16,0.35
86,Felipe Anderson,BRA,FW,Lazio,Serie A,30,1993,12,11,887,9.9,1,4,5,1,0,0,0,0,1.9,1.9,2.2,4.1,34,40,77,0.10,0.41,0.51,0.10,0.51,0.19,0.22,0.42,0.19,0.42
87,Benjamin Andre,FRA,MF,Lille,Ligue 1,33,1990,12,12,1080,12.0,2,0,2,2,0,0,3,0,1.2,1.2,0.4,1.6,7,70,13,0.17,0.00,0.17,0.17,0.17,0.10,0.03,0.13,0.10,0.13
88,Komnen Andric,SRB,FW,Clermont Foot,Ligue 1,28,1995,4,1,126,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0,5,20,0.00,0.00,0.00,0.00,0.00,0.04,0.11,0.15,0.04,0.15
89,Robert Andrich,GER,MF,Leverkusen,Bundesliga,29,1994,8,1,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90,Miguel Angel Rubio,ESP,DF,Granada,La Liga,25,1998,7,6,559,6.2,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1,8,0,0.16,0.00,0.16,0.16,0.16,0.07,0.00,0.07,0.07,0.07
91,Fabrizio Angileri,ARG,"DF,FW",Getafe,La Liga,29,1994,3,1,74,0.8,0,0,0,0,0,0,1,1,0.0,0.0,0.2,0.2,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
92,Jaidon Anthony,ENG,FW,Bournemouth,Premier League,23,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
93,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27,1996,11,11,990,11.0,0,1,1,0,0,0,2,0,0.5,0.5,0.1,0.7,15,67,6,0.00,0.09,0.09,0.00,0.09,0.05,0.01,0.06,0.05,0.06
94,Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,12,11,813,9.0,2,2,4,2,0,0,2,0,1.8,1.8,0.7,2.5,25,10,46,0.22,0.22,0.44,0.22,0.44,0.20,0.07,0.28,0.20,0.28
95,Antony,BRA,"FW,MF",Manchester Utd,Premier League,23,2000,9,6,489,5.4,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.8,20,25,71,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.34,0.14,0.34
96,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,9,3,424,4.7,0,0,0,0,0,0,2,0,0.9,0.9,1.2,2.1,16,9,43,0.00,0.00,0.00,0.00,0.00,0.19,0.25,0.43,0.19,0.43
97,Houssem Aouar,ALG,MF,Roma,Serie A,25,1998,9,5,420,4.7,2,0,2,2,0,0,3,0,1.2,1.2,0.3,1.6,12,14,16,0.43,0.00,0.43,0.43,0.43,0.26,0.07,0.34,0.26,0.34
98,Stredair Appuah,FRA,FW,Nantes,Ligue 1,19,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,0,0.00,0.00,0.00,0.00,0.00,1.41,0.00,1.41,1.41,1.41
99,Mauro Arambarri,URU,MF,Getafe,La Liga,28,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2,20,6,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15
100,Julian Araujo,MEX,DF,Las Palmas,La Liga,22,2001,11,6,591,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.7,1.0,11,27,18,0.00,0.00,0.00,0.00,0.00,0.05,0.10,0.15,0.05,0.15
101,Ronald Araujo,URU,DF,Barcelona,La Liga,24,1999,8,5,573,6.4,1,0,1,1,0,0,0,0,0.6,0.6,0.7,1.3,16,44,8,0.16,0.00,0.16,0.16,0.16,0.09,0.11,0.20,0.09,0.20
102,Cameron Archer,ENG,FW,Sheffield Utd,Premier League,22,2001,9,8,712,7.9,2,0,2,2,0,0,1,0,0.6,0.6,0.7,1.3,8,7,40,0.25,0.00,0.25,0.25,0.25,0.08,0.09,0.17,0.08,0.17
104,Cameron Archer,ENG,MF,Aston Villa,Premier League,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,Adu Ares,ESP,FW,Athletic Club,La Liga,22,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Jesus Areso,ESP,DF,Osasuna,La Liga,24,1999,12,8,733,8.1,0,1,1,0,0,0,1,0,0.0,0.0,1.2,1.2,21,34,48,0.00,0.12,0.12,0.00,0.12,0.00,0.14,0.15,0.00,0.15
108,Jose Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,8,3,275,3.1,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,3,1,23,0.33,0.00,0.33,0.33,0.33,0.19,0.07,0.26,0.19,0.26
109,Hakon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,9,4,313,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.6,0.6,4,14,19,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17
110,Marko Arnautovic,AUT,FW,Inter,Serie A,34,1989,6,0,127,1.4,0,1,1,0,0,0,0,0,0.2,0.2,1.1,1.3,3,5,12,0.00,0.71,0.71,0.00,0.71,0.14,0.78,0.92,0.14,0.92
111,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,10,8,783,8.7,0,0,0,0,0,0,4,0,0.3,0.3,1.4,1.7,9,40,7,0.00,0.00,0.00,0.00,0.00,0.04,0.16,0.20,0.04,0.20
